"post_id","date","platform","content_type","caption","hashtags","reach","impressions","likes","comments","shares","followers_start","new_followers","lost_followers","sentiment","posted_hour"
"post_01919","2025-05-24","YouTube","Text","Synthetic social media update","#analytics #business","18121","34452","923","56","86","11728","29","10","neutral","7"
"post_01920","2026-01-10","Instagram","Video","Synthetic social media update","#learning #news","16162","24337","1392","123","62","10120","45","15","negative","11"
"post_01921","2025-03-07","Facebook","Text","Synthetic social media update","#news #analytics","28496","70286","1529","289","63","10792","55","18","negative","4"
"post_01922","2025-07-07","Instagram","Short","Synthetic social media update","#analytics #growth","9830","15051","797","112","60","12256","27","9","negative","10"
"post_01923","2025-10-29","X/Twitter","Reel","Synthetic social media update","#business #learning","27505","38182","2926","482","152","13624","102","34","neutral","1"
"post_01924","2026-03-26","X/Twitter","Text","Synthetic social media update","#marketing #news","23592","45295","2330","356","329","11020","81","27","neutral","7"
"post_01925","2025-05-31","Instagram","Text","Synthetic social media update","#marketing #learning","27624","55855","2319","211","148","11812","76","25","positive","21"
"post_01926","2025-02-04","LinkedIn","Live","Synthetic social media update","#growth #technology","24570","58737","1624","320","85","10420","58","19","negative","23"
"post_01927","2025-08-23","X/Twitter","Live","Synthetic social media update","#technology #community","6385","9552","578","68","35","12820","19","6","negative","10"
"post_01928","2026-03-01","X/Twitter","Short","Synthetic social media update","#growth #business","3956","7729","314","18","15","10720","10","3","negative","5"
"post_01929","2025-10-17","Facebook","Text","Synthetic social media update","#learning #growth","1191","2760","39","6","6","13480","1","0","positive","7"
"post_01930","2026-02-04","Facebook","Image","Synthetic social media update","#technology #analytics","23595","32980","1785","99","229","10420","57","19","neutral","3"
"post_01931","2025-03-27","Instagram","Image","Synthetic social media update","#analytics #business","28566","61609","1559","93","235","11032","50","17","positive","4"
"post_01932","2025-06-03","LinkedIn","Text","Synthetic social media update","#analytics #business","11361","26607","1245","85","151","11848","40","13","neutral","3"
"post_01933","2026-03-20","X/Twitter","Reel","Synthetic social media update","#analytics #marketing","17457","24924","1079","175","76","10948","38","13","negative","12"
"post_01934","2025-08-26","YouTube","Image","Synthetic social media update","#technology #community","2483","4022","183","21","16","12856","6","2","neutral","16"
"post_01935","2026-02-17","LinkedIn","Video","Synthetic social media update","#analytics #learning","29704","42450","992","183","81","10576","35","12","neutral","18"
"post_01936","2025-06-28","YouTube","Live","Synthetic social media update","#news #community","6425","12880","491","71","25","12148","17","6","negative","13"
"post_01937","2025-09-05","LinkedIn","Short","Synthetic social media update","#learning #technology","20521","40701","2228","385","140","12976","78","26","positive","19"
"post_01938","2025-08-27","X/Twitter","Carousel","Synthetic social media update","#marketing #analytics","8150","19978","324","34","45","12868","11","4","positive","12"
"post_01939","2025-08-13","YouTube","Video","Synthetic social media update","#learning #growth","5026","7371","202","21","7","12700","7","2","neutral","11"
"post_01940","2026-02-08","YouTube","Live","Synthetic social media update","#marketing #analytics","5481","13711","206","11","7","10468","7","2","negative","0"
"post_01941","2025-04-08","X/Twitter","Short","Synthetic social media update","#news #marketing","8553","19131","705","141","97","11176","25","8","neutral","1"
"post_01942","2025-03-18","LinkedIn","Video","Synthetic social media update","#marketing #learning","2743","3342","121","18","10","10924","4","1","positive","13"
"post_01943","2025-09-16","LinkedIn","Image","Synthetic social media update","#growth #marketing","27829","70861","1317","236","151","13108","47","16","positive","3"
"post_01944","2025-01-17","YouTube","Live","Synthetic social media update","#community #technology","10024","13688","976","122","130","10204","33","11","negative","11"
"post_01945","2025-03-01","Facebook","Video","Synthetic social media update","#community #news","9757","21090","335","15","46","10720","10","4","positive","23"
"post_01946","2025-07-16","X/Twitter","Image","Synthetic social media update","#learning #marketing","13780","24774","859","115","109","12364","29","10","neutral","1"
"post_01947","2025-12-23","YouTube","Live","Synthetic social media update","#analytics #community","1837","4104","172","33","14","14284","6","2","neutral","5"
"post_01948","2025-10-23","LinkedIn","Video","Synthetic social media update","#analytics #growth","13057","30062","1413","177","215","13552","48","16","neutral","20"
"post_01949","2025-03-24","Instagram","Live","Synthetic social media update","#technology #growth","21865","39865","1254","118","122","10996","41","14","negative","21"
"post_01950","2025-04-27","X/Twitter","Carousel","Synthetic social media update","#news #community","21316","28436","1983","310","237","11404","69","23","positive","12"
"post_01951","2025-02-25","X/Twitter","Image","Synthetic social media update","#growth #community","10495","26806","788","85","75","10672","26","9","neutral","11"
"post_01952","2026-02-02","X/Twitter","Live","Synthetic social media update","#analytics #marketing","26008","62886","2294","230","331","10396","76","25","neutral","16"
"post_01953","2025-07-28","Facebook","Live","Synthetic social media update","#marketing #learning","28913","68241","2869","344","159","12508","96","32","negative","15"
"post_01954","2025-04-25","LinkedIn","Short","Synthetic social media update","#news #learning","22725","48214","1648","324","156","11380","59","20","positive","3"
"post_01955","2026-02-22","LinkedIn","Reel","Synthetic social media update","#analytics #technology","1978","2961","155","27","21","10636","5","2","negative","23"
"post_01956","2025-07-07","LinkedIn","Short","Synthetic social media update","#community #technology","2329","4446","201","31","12","12256","7","2","neutral","11"
"post_01957","2025-01-30","YouTube","Text","Synthetic social media update","#community #marketing","7153","16669","233","39","27","10360","8","3","neutral","7"
"post_01958","2025-12-07","LinkedIn","Video","Synthetic social media update","#community #business","23296","53977","1851","332","286","14092","65","22","negative","8"
"post_01959","2025-01-19","X/Twitter","Live","Synthetic social media update","#analytics #learning","7268","11141","452","20","39","10228","14","5","negative","1"
"post_01960","2026-01-09","X/Twitter","Live","Synthetic social media update","#business #technology","3641","8292","310","21","18","10108","10","3","positive","0"
"post_01961","2025-12-31","Instagram","Image","Synthetic social media update","#news #analytics","7511","15742","545","77","24","14380","19","6","negative","10"
"post_01962","2026-01-14","X/Twitter","Reel","Synthetic social media update","#learning #news","13204","18126","796","63","108","10168","26","9","positive","19"
"post_01963","2025-01-04","YouTube","Reel","Synthetic social media update","#learning #technology","15782","32705","493","90","16","10048","17","6","negative","1"
"post_01964","2025-07-24","X/Twitter","Video","Synthetic social media update","#analytics #technology","17054","35529","1731","258","75","12460","60","20","negative","16"
"post_01965","2025-12-18","LinkedIn","Short","Synthetic social media update","#analytics #news","7187","16425","256","22","36","14224","8","3","negative","17"
"post_01966","2025-07-23","YouTube","Image","Synthetic social media update","#business #marketing","29819","51287","1923","295","119","12448","67","22","negative","5"
"post_01967","2025-10-20","X/Twitter","Reel","Synthetic social media update","#analytics #growth","29354","59774","1282","167","147","13516","43","14","neutral","12"
"post_01968","2025-11-14","Instagram","Video","Synthetic social media update","#growth #learning","2047","4027","76","10","8","13816","3","1","neutral","10"
"post_01969","2025-11-29","Instagram","Video","Synthetic social media update","#community #news","19265","44740","729","96","44","13996","25","8","negative","2"
"post_01970","2025-03-25","Facebook","Short","Synthetic social media update","#marketing #business","2180","5156","95","10","6","11008","3","1","neutral","1"
"post_01971","2025-08-19","X/Twitter","Video","Synthetic social media update","#technology #community","1460","3640","80","5","9","12772","3","1","positive","21"
"post_01972","2026-01-25","Instagram","Text","Synthetic social media update","#community #analytics","14858","37219","1152","112","120","10300","38","13","negative","21"
"post_01973","2025-09-28","YouTube","Short","Synthetic social media update","#business #news","10965","19277","556","59","72","13252","18","6","neutral","20"
"post_01974","2025-10-26","YouTube","Short","Synthetic social media update","#analytics #technology","28055","68796","1062","180","32","13588","37","12","neutral","7"
